text,label
aku sangat tidak menyangka menang,5
I am so broken,0
saya sangat tidak bisa tidur karena rasa cemas yang terus ada,4
I am deeply outraged,3
I feel so overwhelmingly surprised,5
aku sangat merasa dihargai,1
aku sudah tidak bisa memaafkan,3
I am so scared to make this decision,4
aku sangat takut dinilai jelek,4
aku sangat tidak bisa tersenyum dengan tulus,0
I am beyond annoyed right now,3
I am so sick of hearing this,3
I am so shocked by this change,5
my spirit carries such pain,0
I achieved it,1
hatiku sangat takut,4
aku sangat girang,1
gue putus asa,0
aku sangat tidak sanggup menahan air mata,0
hatiku riang,1
I am deeply livid,3
gue sangat merasa dijawab doanya,1
gue sangat cemas memikirkan semua kemungkinan buruk,4
gue tidak bisa menahan amarah,3
I am deeply gripped by terror,4
my hands are shaking with fear,4
hatiku sangat tidak bahagia,0
saya sangat percaya diri,1
aku sangat merasa sudah tidak berarti,0
hatiku sangat gelisah,4
aku sangat takut sejarah terulang,4
aku sangat takut sesuatu yang buruk akan terjadi,4
hidupku terasa sangat menyedihkan,0
aku sangat takut mengambil keputusan ini,4
diriku sangat penuh energi,1
saya sangat kecewa dengan sikapmu,3
diriku sangat cemas dengan keselamatan,4
I still cannot accept this reality,5
I feel safe with you,2
hatiku sangat merasa beruntung,1
aku belum bisa melupakanmu,0
saya masih sangat terkejut,5
aku sangat percaya diri,1
aku sangat kaget banget,5
gue sangat optimis,1
aku sangat kesepian,0
I want you to know how much you mean to me,2
saya kejutan ini sangat mengubah hidupku,5
I am shocked and so glad,5
