text,label,language
you are worth every effort,2,en
gue sangat tidak menduga bisa berhasil,5,id
I love laughing like this,1,en
hatiku merasa tidak dicintai,0,id
I feel so lucky to be with you,2,en
aku sangat dihantui ketakutan,4,id
gue sangat merasa dihargai,1,id
I feel radiant with happiness,1,en
aku tidak pernah mencintai siapapun seperti aku mencintaimu,2,id
you are even better than I thought,1,en
aku sangat merindukan momen momen indah bersamamu,2,id
I am happy to have you,1,en
kamu adalah sumber kebahagiaanku,2,id
I am so restless and cannot sleep,4,en
I care for you from the bottom of my heart,2,en
aku sangat terkejut dengan kejadian ini,5,id
hatiku sangat ingin melihatmu,2,id
I was so hurt by that loss,0,en
diriku sangat takut ditolak,4,id
aku sangat cemas dengan kesehatan,4,id
aku sangat bersyukur hari ini,1,id
kamu adalah rumahku,2,id
I feel so angry,3,en
I am so angry but powerless to do anything,3,en
hatiku sangat terkejut dengan perubahan ini,5,id
I am deeply blessed,1,en
you made me fall in love,2,en
I am so angry about being treated this way,3,en
gue sangat remuk,0,id
aku sangat merasa beruntung kamu ada di hidupku,2,id
hatiku tidak ada harapan lagi,0,id
aku sangat menyesal membuatmu menangis,0,id
gue merasa diabaikan,0,id
gue sangat dihantui ketakutan,4,id
saya sangat bersyukur semua berjalan dengan baik,1,id
aku kejutan ini sangat tidak terduga namun sangat berharga,5,id
I regret so much,0,en
I am so restless,4,en
aku sangat menikmati kebersamaan ini,1,id
gue sangat tidak bisa berhenti tersenyum,1,id
gue sangat membenci perilaku itu,3,id
diriku sangat merana,0,id
aku sangat merasa beruntung bisa mengenalmu,2,id
hatiku sangat kaget sekaligus bahagia,5,id
I feel protected because of you,2,en
hatiku merasa aman bersamamu,2,id
saya sangat bersyukur bisa merasakan cintamu,2,id
this is so unfair,3,en
gue sangat bersyukur semua berjalan dengan baik,1,id
saya sangat menikmati ini,1,id
gue sangat takut bahwa aku selalu akan gagal,4,id
I am deeply relieved,1,en
kenapa kamu mengkhianatiku,0,id
I am raging,3,en
aku sangat menantikan kehadiranmu,2,id
aku sangat takut tidak cukup baik,4,id
I was so shocked I could not speak,5,en
sejak ada kamu hidupku lebih indah,2,id
I am so full of gratitude,1,en
I love you,2,en
kamu sangat sabar,1,id
aku sangat tidak menyangka bisa sampai sejauh ini,5,id
I am so dejected,0,en
I am so devastated,0,en
I am so grateful you chose me,2,en
aku merasa tidak ada yang peduli,0,id
I adore you,2,en
I never expected he could do that,5,en
aku sangat tidak menduga bisa bertemu orang orang luar biasa ini,5,id
kamu naksir sama aku,1,id
I am so scared my future will not be bright,4,en
I am glowing with joy,1,en
kehadiranmu selalu membuatku bahagia,1,id
diriku patah hati,0,id
my heart belongs to you,2,en
aku sangat kagum banget,5,id
I feel completely outraged,3,en
I feel so lucky to have gotten to know you,2,en
mereka tidak adil padaku,0,id
I feel so heartbroken,0,en
aku gembira banget,1,id
sadness follows me everywhere,0,en
aku sangat terkejut dengan kabar duka ini,5,id
aku tidak percaya kamu bisa setega ini,0,id
kamu cerdas banget,1,id
kejutan ini sangat membuat aku tidak percaya,5,id
gue sangat tidak mau lagi mengorbankan diri untuk orang seperti ini,3,id
your kindness means everything,1,en
you really hurt me,0,en
diriku merasa sangat dimanfaatkan,3,id
aku merasa aman bersamamu,2,id
aku sangat merana,0,id
gue sangat tidak aman,4,id
I did not see this coming at all,5,en
gue sangat takut sejarah terulang,4,id
thank you for supporting me,1,en
I am so grateful right now,1,en
saya sangat penuh sukacita,1,id
I feel so full of rage,3,en
gue sangat tidak mau menerima kehilangan ini,0,id
kamu tulus banget,1,id
I am scared of being condemned,4,en
aku sangat merasa dibutuhkan,1,id
diriku sangat panik,4,id
ternyata kamu seperhatian ini,1,id
I am so terrified,4,en
aku sangat takut trauma itu kambuh lagi,4,id
aku sangat bersyukur kamu ada di hidupku,2,id
I feel beyond angry,3,en
aku sangat putus asa,0,id
aku sangat terkejut sampai jatuh terduduk,5,id
aku tidak seharusnya mengabaikanmu,0,id
saya sangat percaya diri,1,id
why did you hurt me,0,en
I am deeply full of rage,3,en
saya sangat tidak menduga mimpi mimpi itu bisa jadi nyata,5,id
gue sangat tidak percaya betapa bahagianya hari ini,1,id
aku tidak bisa menahan amarah,3,id
I am burning with fury,3,en
with you I feel perfect,2,en
maaf banget aku salah,0,id
maafin aku ya,0,id
saya sangat tidak menduga bisa melewati semua rintangan ini,5,id
tanpanya aku sangat kesepian,0,id
I need you,2,en
kamu tidak menghargai perasaanku,0,id
you always cheer me up,1,en
aku sangat bangga bersamamu,2,id
maaf aku bikin kamu bingung,0,id
I am so elated,1,en
I never thought this could happen,5,en
I really want to get angry at you,3,en
kalau saja aku tidak melakukan itu,0,id
aku sangat ingin memelukmu,2,id
I am so absolutely furious,3,en
hidupku sangat berat,0,id
I never thought you could be this cruel,0,en
I am so panicked and cannot think,4,en
aku tidak pernah menduga ini bisa terjadi,5,id
aku sangat takut luka lama terbuka,4,id
saya sangat tidak terima ini,3,id
tanpamu aku tidak lengkap,2,id
saya sangat bersyukur bisa merasakan kebahagiaan ini,1,id
aku mengakui kesalahanku,0,id
gue sangat merasa diberkati luar biasa,1,id
hatiku sangat dihantui ketakutan,4,id
I am so glad I can share this,1,en
I feel so angry,3,en
maaf kamu jadi nangis,0,id
gue sangat terpana,5,id
I feel so guilty,0,en
you are the reason I smile,2,en
diriku merasa tidak berguna,0,id
hari ini sangat indah,1,id
you are so mean to me,0,en
rasa takut ini sangat mencekamku,4,id
I never thought I would succeed,5,en
I feel so sad,0,en
aku nelangsa,0,id
I feel deeply absolutely thrilled,1,en
I miss you every day,0,en
baik sekali,1,id
diriku sangat tertawa bahagia,1,id
you are irreplaceable to me,2,en
I feel deeply happy,1,en
diriku sangat tidak menyangka bisa sampai sejauh ini,5,id
diriku sangat bersemangat,1,id
aku sangat mencintai caramu bicara,2,id
I care for you so much,2,en
I am so nervous,4,en
maaf sudah bikin kamu marah,0,id
aku sangat terkejut sampai mataku terbelalak,5,id
I never thought the result would be this good,5,en
aku sangat ragu dengan keputusan ini,4,id
I these emotions cannot be held back anymore,3,en
hatiku sangat terguncang,0,id
you are my happiness,2,en
my heart is light,1,en
kamu adalah tempatku pulang,2,id
aku sangat takut mengecewakan,4,id
I was so shocked I sat down suddenly,5,en
I feel so full of joy,1,en
gue sangat kaget,5,id
aku sudah marah padamu,3,id
I am absolutely stunned,5,en
hatiku sangat diselimuti rasa takut,4,id
my heart is permanently broken,0,en
saya sangat membeku karena takut,4,id
my blood is boiling,3,en
they were so cruel,0,en
gue putus asa,0,id
hatiku sangat menantikan ini,1,id
gue akan selalu mencintaimu,2,id
aku sangat bersyukur semua berjalan dengan baik,1,id
aku sangat menghargai kamu,2,id
hatiku nelangsa sekali,0,id
aku sangat lemas,0,id
saya sangat produktif,1,id
I feel so lost,0,en
I want to marry you,2,en
hatiku sangat takut tidak cukup baik,4,id
I am truly astonished,5,en
aku sangat gelisah banget,4,id
kamu tega mengkhianatiku,0,id
diriku sangat penuh energi,1,id
aku sudah tidak bisa lagi,0,id
kamu adalah kebahagiaanku,2,id
I feel so inspired,1,en
I feel so horrified,4,en
I still cannot process this,5,en
aku sangat menghargai semua yang kamu lakukan,2,id
I feel so satisfied,1,en
kamu adalah berkah hidupku,2,id
aku selalu memikirkan kamu,2,id
I am overwhelmed with anger,3,en
I am deeply traumatized by this,4,en
diriku sangat takut tidak cukup baik,4,id
I feel like no one cares about me,0,en
aku sangat depresi,0,id
hatiku sudah tidak bisa memaafkan,3,id
I am so scared,4,en
I feel so haunted by fear,4,en
I am so shocked by this plot twist,5,en
I am deeply inspired,1,en
I am so scared of not being accepted,4,en
aku sangat minder dan takut dinilai,4,id
oh my gosh I never anticipated this,5,en
aku sangat bersyukur hidup seindah ini,1,id
I feel overwhelmed by rage,3,en
aku sangat mencintai pagi ini,1,id
kamu asik banget,1,id
diriku sangat jijik dengan kelakuanmu,3,id
aku tidak seharusnya melakukan itu,0,id
I love you so much,2,en
aku sangat tidak aman,4,id
I am so motivated today,1,en
your smile makes my day,1,en
I am so full of rage,3,en
gue sudah sangat muak menelan semua sakit hati sendirian,3,id
saya sangat merasa dicintai,1,id
hatiku sangat sakit hati,0,id
saya merasa sendiri,0,id
saya sangat riang,1,id
aku sangat cinta pada pasanganku,2,id
my soul bleeds with sorrow,0,en
I feel deeply forlorn,0,en
aku sangat kesal dengan sikapnya yang semena mena,3,id
I am so thankful you are in my life,2,en
I am bursting with happiness,1,en
I want to yell,3,en
kamu melukai perasaanku,0,id
kamu adalah orang yang baik,1,id
saya sangat frustrasi,3,id
saya sangat tidak menduga bisa berhasil,5,id
I did not see that coming at all,5,en
I am so overwhelmed by fear,4,en
my soul is so full,1,en
aku sangat membenci perilaku itu,3,id
gue tidak pernah bermimpi ini terjadi,5,id
maaf aku sudah melukai hatimu,0,id
I am so angry my kindness was trampled on,3,en
seharusnya aku tidak berkata seperti itu,0,id
kamu membuat aku senang,1,id
gue sangat ingin membuktikan betapa aku sayang kamu,2,id
kamu sangat pintar,1,id
aku tidak sabar untuk memulai,1,id
diriku sangat termotivasi,1,id
I let everyone down,0,en
hatiku sangat kangen padamu,2,id
aku sangat diliputi kemarahan,3,id
diriku sangat rindu padamu,2,id
I feel so joyful,1,en
aku merasa sangat gagal,0,id
aku sangat kesulitan,0,id
I am deeply beyond angry,3,en
aku sangat marah karena diperlakukan buruk,3,id
my spirit is so grateful,1,en
I cannot bear this sadness,0,en
I enjoy this so much,1,en
aku sangat tidak bisa tertawa walaupun ingin,0,id
aku tidak pernah menyangka ini,5,id
I am so sick of swallowing all the hurt alone,3,en
diriku sangat gelisah,4,id
aku sangat bangga dengan perjalananku,1,id
saya sangat terkejut melihatnya tiba tiba muncul,5,id
aku sangat terkejut dengan plot twist ini,5,id
jahat sih,0,id
aku sangat merasa ditinggal,0,id
saya sangat senang karena semua berjalan sesuai harapan,1,id
saya menerimamu seutuhnya,2,id
gue sangat kurang percaya diri,4,id
I am sorry for everything,0,en
aku sangat cinta padamu,2,id
aku sangat cemas dengan masa depanku,4,id
hatiku sangat gugup tampil,4,id
I miss all the beautiful moments with you,2,en
gue sangat senang karena mendapat kesempatan ini,1,id
saya sangat merasa dicintai olehmu,2,id
I feel so cared for,1,en
diriku sangat melebihi ekspektasi,5,id
hatiku sangat ingin bersamamu,2,id
aku sangat mengamuk,3,id
saya sangat tidak terima pendapatku selalu diabaikan,3,id
aku sangat merasa beruntung bisa bersama kamu,2,id
cintamu sangat memberiku harapan,2,id
aku sangat mencintai hidupku bersamamu,2,id
aku tidak bisa tersenyum,0,id
aku sangat tidak sanggup menahan air mata,0,id
saya sangat terkejut melihat betapa kuat dirinya ternyata,5,id
aku terluka,0,id
saya ini benar benar mengejutkan,5,id
gue sangat ingin melawan,3,id
aku sangat merasa dijawab doaku,1,id
aku sangat tidak adil,3,id
my spirit is shattered,0,en
hatiku sangat gugup,4,id
aku tidak bisa bahagia,0,id
I am shattered,0,en
I am so tired of you,3,en
aku merasa sangat dipermainkan,3,id
aku sangat mencintai hidupku,1,id
I will always protect you,2,en
I admire you greatly,2,en
I have nightmares constantly,4,en
gue sangat was was,4,id
aku sangat trauma dengan pengalaman itu,4,id
I am so doubtful and afraid of making the wrong step,4,en
I feel so nervous,4,en
I am so scared because everything feels uncertain,4,en
I am scared of being rejected,4,en
I love this food,1,en
tega banget sih,0,id
gue sangat tidak berani mencoba karena takut kecewa,4,id
hatiku sangat menghargai momen ini,1,id
aku sangat ingin bersamamu,2,id
aku sangat merasa tidak pantas mendapatkan cinta,0,id
fear grips my heart,4,en
kamu tega,0,id
I feel so miserable,0,en
my soul grieves deeply,0,en
I am consumed by anger,3,en
saya sangat memerlukanmu,2,id
I am overwhelmed by fear,4,en
saya sudah menyerah,0,id
I suffer in silence,0,en
I feel so empty,0,en
I am scared to face that person,4,en
kamu suka aku ya,1,id
saya sangat mencintai caramu,2,id
I am so angry my love was taken advantage of,3,en
I am so angry for working so hard but still being belittled,3,en
today is extraordinary,1,en
aku sangat kaget karena tiba tiba ada kabar ini,5,id
gue sangat ingin bersamamu,2,id
I am so worried everything will get worse,4,en
gue sangat sakit hati,3,id
aku sangat setia padamu,2,id
aku sangat lemah,0,id
hidupku terasa sangat berat,0,id
aku sangat tidak berani bermimpi karena takut tidak tercapai,4,id
senang banget kamu ada di hidupku,1,id
kamu membuat hariku lebih baik,1,id
I am so confused and sad,0,en
maaf aku sudah berlaku buruk,0,id
I am so seething with anger,3,en
aku merasa sangat muram,0,id
I deeply love my father,2,en
hatiku diam terpaku karena terkejut,5,id
my spirit weeps constantly,0,en
sadness consumes me,0,en
aku sangat bingung dan sedih,0,id
diriku sangat dihantui ketakutan,4,id
my heart is so light,1,en
I am absolutely furious right now,3,en
I never expected reality to be like this,5,en
aku sangat nervous,4,id
I am so annoyed by her arrogant attitude,3,en
gue merasa sangat hidup,1,id
aku lulus,1,id
aku sangat capek dengan kamu,3,id
aku sangat tidak menduga hidup bisa membawa kejutan seperti ini,5,id
hatiku tidak semangat sama sekali,0,id
saya jantungnya berdebar kencang,4,id
kamu keren banget,1,id
diriku tidak bisa percaya ini,5,id
I feel so elated,1,en
saya rela berkorban untukmu,2,id
I feel so proud,1,en
saya sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5,id
hidupku sangat menyenangkan,1,id
saya sangat tidak bahagia,0,id
I am so anxious and cannot calm down,4,en
aku sangat resah,0,id
I am so elated,1,en
I am so shocked I cannot move,5,en
aku sangat tidak menyangka perjalanan hidupku begini,5,id
aku sangat sulit mempercayai ini,5,id
saya sangat tidak terima dianggap tidak ada,3,id
aku sangat takut dan tidak tahu harus apa,4,id
diriku sangat takut masa depan,4,id
I am shocked to see how beautiful life truly turned out,5,en
I am so glad I achieved this,1,en
I keep crying,0,en
aku sangat kecewa dan marah secara bersamaan,3,id
diriku tidak bisa bahagia lagi,0,id
saya sangat mengecam ini,3,id
saya tidak pernah membayangkan ini,5,id
diriku sangat membenci perilaku itu,3,id
I am so consumed by anxiety,4,en
aku sangat khawatir dengan situasi ini,4,id
gue sangat terkejut dengan berita ini,5,id
saya sangat takut luka lama terbuka,4,id
I feel so on edge,4,en
gue sangat bersinar hari ini,1,id
saya sangat takut ditolak,4,id
gue sangat kaget mendengar kabar ini,5,id
diriku sangat duka,0,id
hatiku merasa kosong,0,id
gue sangat senang karena melihat semua orang bahagia,1,id
aku sangat tidak menyangka,5,id
saya sangat tidak bisa menerima kenyataan ini,0,id
saya sangat kecewa dengan kelakuanmu,3,id
hatiku sangat merinding,4,id
I am sick of all of this,3,en
hatiku sangat menyesal,0,id
my soul is so content,1,en
saya sangat takut bahwa aku tidak akan pernah cukup baik,4,id
I deeply apologize,0,en
I feel overwhelmingly surprised,5,en
I feel deeply burning with rage,3,en
aku sangat marah banget,3,id
I am deeply heartbroken,0,en
I am so disgusted,3,en
saya sangat merasa beruntung bisa mengenalmu,2,id
gue sangat tidak berani melangkah karena takut gagal,4,id
I feel deeply joyful,1,en
aku bersedih hati,0,id
I like you so much,2,en
gue sangat mencintai caramu,2,id
I have lost it,3,en
